_id,level,max_velocity,name,type,type_std
31096786,1,80.0,Quốc Lộ 1,trunk,trunk
32575737,4,,nan,unclassified,unclassified
32575794,4,,Chu Văn An,unclassified,unclassified
32575820,4,,Nguyễn Văn Bá,tertiary,tertiary
32575823,4,,Nguyễn Thị Nhỏ,tertiary,tertiary
32575862,3,,Đường số 5,secondary,secondary
32575864,3,40.0,Châu Văn Liêm,secondary,secondary
32575869,4,,Lê Văn Thịnh,unclassified,unclassified
32575874,4,,nan,unclassified,unclassified
32575935,3,,Tân Phú,primary_link,primary
32575943,4,,Lê Minh Xuân,tertiary,tertiary
32575944,4,,Phú Hòa,unclassified,unclassified
32575966,3,,Lê Văn Lương,secondary,secondary
32575968,4,,An Phú Tây - Hưng Long,tertiary,tertiary
32575985,4,,Nguyễn Khoái,tertiary,tertiary
32576041,4,,Vành Đai Trong,tertiary,tertiary
32576047,4,,Đường 10Tây,unclassified,unclassified
32576095,4,,nan,tertiary,tertiary
32576096,4,,Xuân Thới Sơn - Xuân Thới Dông,unclassified,unclassified
32576099,4,,Nguyễn Văn Lượng,unclassified,unclassified
32576112,4,,Trương Quốc Dung,unclassified,unclassified
32576127,4,,Tản Đà,tertiary,tertiary
32576156,4,,Đường số 7,tertiary,tertiary
32576164,3,,Bình Long,secondary,secondary
32576175,4,,Tam Đa,unclassified,unclassified
32576202,4,,Nguyễn Hồng Đào,tertiary,tertiary
32576278,4,,Bến Bùi Huy Bích,tertiary,tertiary
32576371,4,,Cầu Calmette,tertiary,tertiary
32576373,4,,Bến Nguyễn Duy,tertiary,tertiary
32576377,4,,Trường Sa,tertiary,tertiary
32576381,3,,Nguyễn Bình,secondary,secondary
32576511,4,,Vĩnh Lộc,tertiary,tertiary
32576575,4,,Thới Hòa,tertiary,tertiary
32576600,4,,Tạ Quang Bửu,tertiary,tertiary
32576602,3,,Trần Não,secondary,secondary
32576657,4,,Xóm Củi,tertiary,tertiary
32576658,4,,Nguyễn Đức Cảnh,tertiary,tertiary
32576690,4,,Phạm Đăng Giảng,tertiary,tertiary
32576691,3,,Phan Văn Hớn,secondary,secondary
32576747,4,,Hậu Giang,tertiary,tertiary
32576820,4,,Đại Lộ III,tertiary,tertiary
32576835,4,,Lương Thế Vinh,unclassified,unclassified
32576857,4,40.0,Phạm Văn Chí,tertiary,tertiary
32576867,4,,Lương Minh Nguyệt,unclassified,unclassified
32576893,4,,Dương Thị Mười,tertiary,tertiary
32576951,4,,Lê Sát,unclassified,unclassified
32577094,4,,nan,tertiary,tertiary
32577095,4,,nan,tertiary,tertiary
32577116,4,,Thích Quảng Đức,tertiary,tertiary
32577138,4,,Tân Thuận,unclassified,unclassified
32577146,4,,Nguyễn Cửu Phú,tertiary,tertiary
32577205,4,,Tam Bình,tertiary,tertiary
32577210,3,,Vĩnh Lộc,secondary,secondary
32577211,4,,Đào Tấn,tertiary,tertiary
32577232,4,,Đặng Văn Bi,tertiary,tertiary
32577244,4,,Tôn Thất Hiệp,tertiary,tertiary
32577256,4,,Trần Văn Giàu,tertiary,tertiary
32577314,4,,Nguyễn Thức Đường,tertiary,tertiary
32577339,4,,Trần Khắc Chân,unclassified,unclassified
32577369,4,,Hương Lộ 2,tertiary,tertiary
32577370,4,,Tây Lân,tertiary,tertiary
32577382,4,,Văn Thân,tertiary,tertiary
32577385,4,,Phước Thiện,tertiary,tertiary
32577436,4,,Hoàng Diệu 2,tertiary,tertiary
32577442,4,,nan,unclassified,unclassified
32577449,4,,Hẻm 373 Lý Thường Kiệt,unclassified,unclassified
32577460,4,,Lê Khôi,tertiary,tertiary
32577480,4,,Đường số 36,tertiary,tertiary
32577481,4,,Linh Đông,tertiary,tertiary
32577483,4,,nan,tertiary,tertiary
32577484,4,,Gò Dưa,tertiary,tertiary
32577500,4,,Dương Quang Đông,tertiary,tertiary
32577508,4,,Kha Vạn Cân,tertiary,tertiary
32577546,4,,Tân Xuân 1,unclassified,unclassified
32577561,4,,Phổ Quang,tertiary,tertiary
32577628,4,,Huỳnh Mẫn Đạt,tertiary,tertiary
32577683,2,,Nguyễn Tri Phương,primary,primary
32577684,3,,Nguyễn Tri Phương,secondary,secondary
32577686,4,,Thành Thái,tertiary,tertiary
32577688,2,,Xô Viết Nghệ Tĩnh,primary,primary
32577705,4,,Trịnh Đình Trọng,tertiary,tertiary
32577758,4,,An Phú Đông,unclassified,unclassified
32577789,3,,nan,primary_link,primary
32577799,4,,Tây Hòa,tertiary,tertiary
32577828,2,,Nguyễn Kiệm,primary,primary
32577919,2,,Nguyễn Oanh,primary,primary
32578100,4,,Ni Sư Huỳnh Liên,tertiary,tertiary
32578144,4,,Lê Lợi,unclassified,unclassified
32578157,4,,Văn Cao,tertiary,tertiary
32578166,4,,Hoàng Quốc Việt,unclassified,unclassified
32578171,4,,Đường số 9,unclassified,unclassified
32578226,4,,Vĩnh Khánh,unclassified,unclassified
32578248,4,,nan,unclassified,unclassified
32578335,3,,Lê Văn Thọ,secondary,secondary
32578371,4,,nan,unclassified,unclassified
32578420,4,,Đường số 11,tertiary,tertiary
32578431,4,,Nguyễn Văn Bá,tertiary,tertiary
32578529,4,,Tân Chánh Hiệp 39,tertiary,tertiary
32578530,4,,THOI TAM THÔN 5,unclassified,unclassified
32578532,4,,nan,unclassified,unclassified
32578543,3,,Bình Long,secondary,secondary
32578609,4,,Bông Sao,tertiary,tertiary
32578654,2,,Dương Bá Trạc,primary,primary
32578658,4,,Kinh Trung ương,tertiary,tertiary
32578663,4,,nan,tertiary,tertiary
32578669,4,,Tăng Nhơn Phú,tertiary,tertiary
32578711,4,,An Dương Vương,tertiary,tertiary
32578733,4,,Hồng Lạc,tertiary,tertiary
32578736,2,,Phan Đình Giót,primary,primary
32578747,4,,Nghĩa Phát,tertiary,tertiary
32578749,4,,Lãnh Binh Thăng,tertiary,tertiary
32578758,4,,Phú Thọ,tertiary,tertiary
32578763,4,,Phú Châu,tertiary,tertiary
32578837,3,,Nguyễn Văn Bứa,secondary,secondary
32578991,4,,Thiên Phước,tertiary,tertiary
32579008,4,,Nam Hoà,tertiary,tertiary
32579063,4,,Nguyễn Kim,tertiary,tertiary
32579064,4,40.0,Chợ Lớn,tertiary,tertiary
32579086,4,,Tân Thới Hiệp 21,unclassified,unclassified
32579104,4,,Đường số 12,unclassified,unclassified
32579159,4,,Hưng Nhơn,tertiary,tertiary
32579214,3,,Tạ Quang Bửu,secondary,secondary
32579252,4,,nan,unclassified,unclassified
32579339,4,,Hẻm 92B Tôn Thất Thuyết,unclassified,unclassified
32579340,4,,Vĩnh Hội,tertiary,tertiary
32579401,4,,Dồng Tâm,unclassified,unclassified
32579403,4,,Đường số 31,unclassified,unclassified
32579418,4,,Trương Công Định,tertiary,tertiary
32579421,4,,Chu Văn An,unclassified,unclassified
32579484,4,,nan,tertiary,tertiary
32579504,4,,Bình Lợi,tertiary,tertiary
32579641,4,,Bình Thới,tertiary,tertiary
32579669,3,,Trường Sơn,secondary,secondary
32579678,4,,nan,unclassified,unclassified
32579680,4,,Tây Thạnh,tertiary,tertiary
32579734,4,,Tam Châu,unclassified,unclassified
32579758,4,,Trần Phú,tertiary,tertiary
32579838,4,,Đường số 10,tertiary,tertiary
32579840,4,,Đường số 17,tertiary,tertiary
32579894,4,,Hồ Văn Huê,tertiary,tertiary
32579930,4,,Đường Số 10,unclassified,unclassified
32579940,4,,Trường Sa,tertiary,tertiary
32579995,4,,Tân Quý,unclassified,unclassified
32580074,4,40.0,Đường số 4,tertiary,tertiary
32580086,4,,Lê Đại Hành,tertiary,tertiary
32580098,4,,Đào Trinh Nhất,tertiary,tertiary
32580099,4,,Ung Văn Khiêm,tertiary,tertiary
32580111,4,,Bà Lài,tertiary,tertiary
32580124,2,,Pham Ngũ Lão,primary,primary
32580173,4,,Phan Thúc Duyện,unclassified,unclassified
32580181,4,,Tô Hiệu,tertiary,tertiary
32580182,4,,Phan Văn Năm,tertiary,tertiary
32580208,3,50.0,Lê Văn Khương,secondary,secondary
32580232,4,,nan,unclassified,unclassified
32580242,2,,Xuân Hồng,primary,primary
32580243,4,,Đặng Văn Ngữ,tertiary,tertiary
32580244,4,,Đặng Văn Ngữ,tertiary,tertiary
32580249,4,,Hoàng Thiều Hoa,unclassified,unclassified
32580262,4,,Tên Lửa,tertiary,tertiary
32580347,4,,nan,unclassified,unclassified
32580352,4,,Bình Đông,tertiary,tertiary
32580364,4,,Nguyễn Xí,tertiary,tertiary
32580377,4,,Lê Quang Kim,tertiary,tertiary
32580378,4,,Trần Tuấn Khải,tertiary,tertiary
32580387,3,,Trần Quốc Hoàn,secondary,secondary
32580441,4,,Nguyễn Văn Luông,tertiary,tertiary
32580466,4,,Phó Cơ Điều,tertiary,tertiary
32580469,4,,Trần Văn Kiểu,unclassified,unclassified
32580481,4,,Bình Tiên,tertiary,tertiary
32580608,4,,Lữ Gia,tertiary,tertiary
32580696,4,,Thế Lữ,tertiary,tertiary
32580725,4,,Vạn Kiếp,tertiary,tertiary
32580762,4,,Bùi Tư Toàn,unclassified,unclassified
32580788,4,,Dồng Tâm,unclassified,unclassified
32580857,4,,Nguyễn Đình Chiểu,tertiary,tertiary
32580936,4,,Nguyễn Thị Sóc,tertiary,tertiary
32580959,4,,Cầu Xéo,unclassified,unclassified
32581025,4,,Dồng Tâm,unclassified,unclassified
32581052,4,,Trần Nhân Tôn,tertiary,tertiary
32581070,2,,Nguyễn Tất Thành,primary,primary
32581105,4,,Dương Bạch Mai,tertiary,tertiary
32581129,2,,Lý Thái Tổ,primary,primary
32581146,4,,Đường số 13,tertiary,tertiary
32581160,2,,Đinh Tiên Hoàng,primary,primary
32581161,4,,Hoàng Sĩ Khải,unclassified,unclassified
32581289,3,,Hoàng Hữu Nam,secondary,secondary
32581292,4,,Ngô Chí Quốc,tertiary,tertiary
32581293,3,,Tỉnh lộ 43,secondary,secondary
32581295,4,,nan,tertiary,tertiary
32581306,4,,Tống Văn Trân,unclassified,unclassified
32581307,4,,Hẻm 341 Khuông Việt,unclassified,unclassified
32581342,4,,Lê Hoàng Phái,unclassified,unclassified
32581395,3,,Nguyễn Ảnh Thủ,secondary,secondary
32581500,4,,Trương Vĩnh Ký,tertiary,tertiary
32581519,4,,Xuân Thuỷ,tertiary,tertiary
32581523,4,,Tôn Đản,tertiary,tertiary
32581649,3,,Trịnh Thị Miếng,secondary,secondary
32581658,4,,Dồng Tâm,unclassified,unclassified
32581673,4,,Bà Triệu,tertiary,tertiary
32581676,4,,Đỗ Thừa Luông,unclassified,unclassified
32581689,4,,nan,unclassified,unclassified
32581692,4,,Lâm Viên,unclassified,unclassified
32581693,4,,Đường Số 1,unclassified,unclassified
32581696,4,,Cầu số 3,tertiary,tertiary
32581730,4,40.0,Quốc Hương,tertiary,tertiary
32581819,4,,Vành Đai Trong,tertiary,tertiary
32581845,4,,Trần Thị Bốc,tertiary,tertiary
32581862,4,,nan,unclassified,unclassified
32581878,4,,Đa Phước,unclassified,unclassified
32581881,4,,Hẻm 1129 Lạc Long Quân,tertiary,tertiary
32581914,4,,Đường số 14,tertiary,tertiary
32581932,4,,Phan Văn Trị,tertiary,tertiary
32581944,1,50.0,Cầu Sài Gòn 1,trunk,trunk
32581965,4,,Phạm Văn Chiêu,tertiary,tertiary
32581966,4,,Đường Liên ấp,tertiary,tertiary
32582036,4,,Đường 59,unclassified,unclassified
32582107,4,,Cao Lỗ,tertiary,tertiary
32582109,4,,Hoà Hưng,tertiary,tertiary
32582143,4,,Dương Văn Dương,unclassified,unclassified
32582173,4,,Thoại Ngọc Hầu,tertiary,tertiary
32582180,4,,Nguyễn Ngọc Lộc,tertiary,tertiary
32582226,4,,Nguyễn Văn Khối,tertiary,tertiary
32582234,4,,Dồng Tâm,unclassified,unclassified
32582260,4,,Diệp Minh Châu,unclassified,unclassified
32582349,4,,nan,unclassified,unclassified
32582366,4,,Phạm Văn Sáng,tertiary,tertiary
32582442,4,,Trường Sa,tertiary,tertiary
32582473,4,,Bùi Thanh Khiết,tertiary,tertiary
32582476,4,,Nguyễn Cửu Phú,tertiary,tertiary
32582486,3,,Đại lộ Độc Lập,secondary,secondary
32582491,3,,Trưng Nữ Vương,secondary,secondary
32582522,4,,Lý Chiêu Hoàng,tertiary,tertiary
32582523,4,,Lý Chiêu Hoàng,tertiary,tertiary
32582530,4,,Đường Liên Ấp 6-2,tertiary,tertiary
32582531,4,,Lại Hùng Cường,tertiary,tertiary
32582556,4,,Phạm Văn Xảo,tertiary,tertiary
32582573,4,,Trịnh Quang Nghị,tertiary,tertiary
32582575,4,,Cầu Kinh,tertiary,tertiary
32582602,4,,Vườn Lài,tertiary,tertiary
32582769,3,,Đại lộ Độc Lập,secondary,secondary
32582843,2,,Cầu Bình Triệu 1,primary,primary
32582845,2,,Quốc lộ 13,primary,primary
32582890,4,,Bưng Ông Thoàn,tertiary,tertiary
32582891,4,,Bưng Ông Thoàn,tertiary,tertiary
32582894,3,,Lê Văn Lương,secondary,secondary
32582897,3,,Huỳnh Tấn Phát,secondary,secondary
32582967,4,,nan,unclassified,unclassified
32582981,4,,Vườn Lài,tertiary,tertiary
32583053,3,,nan,trunk_link,unknown
32583077,4,,Tân Quý,unclassified,unclassified
32583099,4,,Lê Văn Qưới,tertiary,tertiary
32583177,4,,Lưu Hữu Phước,tertiary,tertiary
32583251,4,,Lê Bình,unclassified,unclassified
32583282,4,,Võ Văn Ngân,tertiary,tertiary
32583376,3,,Nguyễn Văn Tăng,secondary,secondary
32583384,4,,Nguyễn Thái Bình,tertiary,tertiary
32583460,3,,Quốc lộ 1,trunk_link,unknown
32583465,4,,Đông Hưng Thuận 2,unclassified,unclassified
32583503,4,,Nguyễn Sĩ Cố,unclassified,unclassified
32583518,4,,Bến Bình Đông,tertiary,tertiary
32583519,4,,Bến Bình Đông,tertiary,tertiary
32583521,4,,Bến Bình Đông,tertiary,tertiary
32583648,4,,Trường Lưu,unclassified,unclassified
32583670,4,30.0,Phan Huy Ôn,tertiary,tertiary
32583688,4,,Hoàng Diệu,unclassified,unclassified
32583754,3,,Lê Văn Thọ,secondary,secondary
32583784,4,,Bình Phú,tertiary,tertiary
32583837,4,,Phạm Văn Bạch,tertiary,tertiary
32583864,4,,Bà Diểm 5,unclassified,unclassified
32583934,4,,Hẻm 137 Phan Anh,unclassified,unclassified
32583943,4,,Lê Đình Cẩn,tertiary,tertiary
32583944,4,,Tên Lửa,tertiary,tertiary
32583960,4,,Phạm Thế Hiển,tertiary,tertiary
32583980,4,,Đường số 11,tertiary,tertiary
32584000,4,,Phạm Hữu Lầu,tertiary,tertiary
32584015,4,,Bến Cát,unclassified,unclassified
32584102,3,,Cầu vượt Ngã tư Gò Dưa,secondary,secondary
32584146,4,,Minh Phụng,tertiary,tertiary
32584156,4,,Nguyễn Văn Lạc,tertiary,tertiary
32584204,4,,Bến Ngô Sĩ Liên,unclassified,unclassified
32584205,4,,Dương Văn Cam,tertiary,tertiary
32584275,4,,Âu Dương Lân,tertiary,tertiary
32584299,4,,Phan Văn Trị,tertiary,tertiary
32584318,4,,Đất Thánh,tertiary,tertiary
32584342,4,,Số 7,tertiary,tertiary
32584369,4,,nan,unclassified,unclassified
32584390,2,,Quang Trung,primary,primary
32584394,4,,Đồng Đen,tertiary,tertiary
32584426,4,20.0,Hẻm 86 Ông Ích Khiêm,unclassified,unclassified
32584465,4,,Nguyễn Nhược Thị,unclassified,unclassified
32584592,4,,Nguyễn Thị Đặng,tertiary,tertiary
32584622,3,,Vĩnh Lộc,secondary,secondary
32584776,4,,nan,tertiary,tertiary
32584861,4,,Linh Trung,unclassified,unclassified
32584862,3,,Nguyễn Hữu Trí,secondary,secondary
32584870,4,,Nguyễn Hậu,unclassified,unclassified
32584875,4,,Số 12,unclassified,unclassified
32584958,4,,Đường Số 15,unclassified,unclassified
32585130,4,,Nguyễn Sơn,tertiary,tertiary
32585144,4,,Liên khu 5-11-12,unclassified,unclassified
32585196,4,,Bình Đường,tertiary,tertiary
32585220,4,,Tân Mỹ,unclassified,unclassified
32585230,4,,Gò Xoài,tertiary,tertiary
32585240,3,,Lê Văn Thọ,secondary,secondary
32585248,4,,Nguyễn Duy Trinh,tertiary,tertiary
32585249,4,,Nguyễn Duy Trinh,tertiary,tertiary
32585293,2,,Lê Lợi,primary,primary
32585311,4,,Trương Đình Hội,unclassified,unclassified
32585389,1,60.0,Mai Chí Thọ,trunk,trunk
32585394,4,,Sư Vạn Hạnh,tertiary,tertiary
32585398,2,,Phan Thúc Duyện,primary,primary
32585475,4,,Đường B1,unclassified,unclassified
32585491,4,,Tân Xuân 2,unclassified,unclassified
32585536,4,,Hoàng Hoa Thám,unclassified,unclassified
32585538,4,,Đoàn Văn Bơ ( ngõ chợ ),unclassified,unclassified
32585579,4,,Phạm Phú Thứ,tertiary,tertiary
32585601,4,,Nguyễn Trọng Tuyển,tertiary,tertiary
32585607,4,,nan,unclassified,unclassified
32585640,4,,Đông Hưng Thuận 6,unclassified,unclassified
32585684,2,60.0,Nguyễn Văn Linh,primary,primary
32585690,4,,Ngô Gia Tự,tertiary,tertiary
32585697,4,,Trần Văn Quang,unclassified,unclassified
32585770,4,,Đường số 8,tertiary,tertiary
32585800,4,,Đường số 17,unclassified,unclassified
32585808,3,,Trịnh Thị Miếng,secondary,secondary
32585809,4,,Gò Dầu,tertiary,tertiary
32585837,2,,Phan Đăng Lưu,primary,primary
32585854,2,,Nguyễn Văn Cừ,primary,primary
32585956,4,,Nguyễn Thị Đặng,tertiary,tertiary
32585961,4,,Liên khu 2-5,unclassified,unclassified
32586067,4,,Lê Văn Việt,tertiary,tertiary
32586068,4,,Phú Thọ Hoà,unclassified,unclassified
32586122,4,,Bàu Cát,tertiary,tertiary
32586132,4,,Cây Bàng,tertiary,tertiary
32586143,4,,Lý Phục Man,unclassified,unclassified
32586165,4,,Ni Sư Huỳnh Liên,tertiary,tertiary
32586257,4,,Hiệp Bình,tertiary,tertiary
32586271,4,,Đường N,unclassified,unclassified
32586308,4,,Đường Số 10,unclassified,unclassified
32586319,4,,nan,tertiary,tertiary
32586322,4,,Bông Văn Dìa,unclassified,unclassified
32586364,4,20.0,Đường số 7A,tertiary,tertiary
32586387,4,,Đường số 1,unclassified,unclassified
32586408,4,,Dương Đình Hội,tertiary,tertiary
32586472,4,,Lâm Văn Bền,tertiary,tertiary
32586475,4,,Độc Lập,unclassified,unclassified
32586524,3,,Nguyễn Thị Tú,secondary,secondary
32586601,4,,Hiền Vương,tertiary,tertiary
32586648,4,,Lưu Hữu Phước,unclassified,unclassified
32586673,4,,Nguyễn Biểu,tertiary,tertiary
32586683,4,,Đường số 2,unclassified,unclassified
32586691,4,,Đường số 1,tertiary,tertiary
32586700,4,,Đường số 6,tertiary,tertiary
32586725,4,,Thăng Long,tertiary,tertiary
32586732,4,,nan,unclassified,unclassified
32586752,4,,Đường số 3,unclassified,unclassified
32586874,2,,Lý Thường Kiệt,primary,primary
32586896,4,,Phan Thúc Duyện,tertiary,tertiary
32586911,4,,nan,unclassified,unclassified
32586943,4,,Lê Hồng Phong,tertiary,tertiary
32586993,4,,Nguyễn Tuyển,unclassified,unclassified
32587037,4,,Xuân Thới Sơn 21,tertiary,tertiary
32587043,4,,Lê Thị Hà,unclassified,unclassified
32587044,3,,Lê Văn Thọ,secondary,secondary
32587119,4,,Ngô Tất Tố,tertiary,tertiary
32587225,3,,Quách Điêu,secondary,secondary
32587244,4,,Cầu B1,tertiary,tertiary
32587294,3,,Lê Văn Thọ,secondary,secondary
32587315,4,,Nguyễn Xuân Khoát,unclassified,unclassified
32587317,4,,Nguyễn Xuân Khoát,unclassified,unclassified
32587319,4,,Dồng Tâm,unclassified,unclassified
32587327,4,,Nguyễn Văn Hưởng,tertiary,tertiary
32587351,4,,Tân Xuân 2,unclassified,unclassified
32587364,4,,Ngô Nhân Tịnh,tertiary,tertiary
32587365,4,,Bùi Hữu Nghĩa,tertiary,tertiary
32587375,2,,Phan Đăng Lưu,primary,primary
32587377,4,,Cầu Chữ Y,tertiary,tertiary
32587529,2,,Nguyễn Thái Sơn,primary,primary
32587530,3,,Bạch Đằng,secondary,secondary
32587532,4,,Phạm Thế Hiển,tertiary,tertiary
32587533,4,,Phạm Thế Hiển,tertiary,tertiary
32587534,4,,Phạm Thế Hiển,tertiary,tertiary
32587570,4,,Phan Xích Long,tertiary,tertiary
32587582,2,,Quang Trung,primary,primary
32587696,3,,Tỉnh lộ 43,trunk_link,unknown
32587703,4,,Hồ Học Lãm,tertiary,tertiary
32587722,4,,Đào Duy Anh,tertiary,tertiary
32587726,4,,Trần Hưng Đạo,unclassified,unclassified
32587735,4,,Hẻm 85 Bùi Minh Trực,unclassified,unclassified
32587814,4,,Tô Hiến Thành,tertiary,tertiary
32587839,4,,Xô Viết Nghệ Tĩnh,tertiary,tertiary
32587982,4,,Võ Thị Hồi,tertiary,tertiary
32588042,4,,Xóm Chiếu,unclassified,unclassified
32588092,4,,Bình Trị Đông,tertiary,tertiary
32588119,4,,Trần Quý,tertiary,tertiary
32588258,4,,Nguyễn Văn Đậu,tertiary,tertiary
32588270,4,,Nguyễn Thị Nhỏ,tertiary,tertiary
32588299,4,,Trần Văn Mười,tertiary,tertiary
32588428,4,,Nguyễn Thần Hiến,unclassified,unclassified
32588432,2,,Hùng Vương,primary,primary
32588479,4,,Tân Sơn Nhì,unclassified,unclassified
32588499,3,,Hoàng Hữu Nam,secondary,secondary
32588532,2,,Cách Mạng Tháng Tám,primary,primary
32588592,4,,Tam Hà,unclassified,unclassified
32588630,4,,Bùi Hữu Nghĩa,tertiary,tertiary
32588655,4,,nan,unclassified,unclassified
32588663,3,,Tỉnh lộ 43,secondary,secondary
32588734,4,,Hoài Thanh,unclassified,unclassified
32588801,4,,Huỳnh Thiện Lộc,unclassified,unclassified
32588816,4,,Lương Định Của,tertiary,tertiary
32588888,4,,Trần Văn Trà,tertiary,tertiary
32588936,4,,Đường số 24,unclassified,unclassified
32588970,4,,Nguyễn Tri Phương,tertiary,tertiary
32588977,4,,Bành Văn Trân,tertiary,tertiary
32588979,4,,nan,tertiary,tertiary
32589047,4,,Tô Ngọc Vân,tertiary,tertiary
32589049,4,,Bình Trưng,unclassified,unclassified
32589059,4,,Phan Văn Đối,tertiary,tertiary
32589084,4,,Trung Mỹ - Tân Xuân,tertiary,tertiary
32589088,4,,Trung Mỹ - Tân Xuân,tertiary,tertiary
32589137,4,,Đường Nguyễn Gia Trí,tertiary,tertiary
32589157,4,,Phạm Văn Sáng,tertiary,tertiary
32641760,4,,Thống Nhất,tertiary,tertiary
32643289,3,30.0,Tỉnh Lộ 10,secondary,secondary
32643894,1,60.0,Cầu vượt An Sương,trunk,trunk
32899356,1,60.0,Cầu Suối Cái,trunk,trunk
32899358,1,60.0,Xa Lộ Hà Nội,trunk,trunk
32899360,4,,Lê Văn Chí,tertiary,tertiary
32899363,4,,Cầu Bến Nọc,tertiary,tertiary
32899364,4,,Lê Văn Việt,tertiary,tertiary
32899369,3,,Nguyễn Xiển,secondary,secondary
32899370,3,,Nguyễn Xiển,secondary,secondary
32899371,3,,Nguyễn Xiển,secondary,secondary
32899372,3,,Nguyễn Xiển,secondary,secondary
32899378,4,,Long Phước,unclassified,unclassified
32899381,4,,Cầu Trao Trảo,tertiary,tertiary
32899382,4,,Nguyễn Xiển,tertiary,tertiary
32899384,4,,Cầu Gò Công,tertiary,tertiary
32899385,4,,Nguyễn Xiển,tertiary,tertiary
32899386,4,,Cầu Rạch Gầm,tertiary,tertiary
32899387,4,,Nguyễn Xiển,tertiary,tertiary
32899392,4,,Cầu Võ Khế,tertiary,tertiary
32899393,4,,Nguyễn Duy Trinh,tertiary,tertiary
32899396,4,,Bưng Ông Thoàn,tertiary,tertiary
32899399,4,,Cầu Ông Nhiêu,tertiary,tertiary
32899401,3,,Cầu Xây dựng,secondary,secondary
32899403,3,,Nguyễn Duy Trinh,secondary,secondary
32899404,1,80.0,Cầu Rạch Chiếc 2,trunk,trunk
32899405,1,60.0,Xa lộ Hà Nội,trunk,trunk
32899406,4,,nan,tertiary,tertiary
32902701,3,50.0,Lê Văn Khương,secondary,secondary
32902793,4,,Cầu Bình Phước 1,tertiary,tertiary
32902795,1,,Cầu Vĩnh Bình,trunk,trunk
32902797,1,60.0,Cầu vượt Bình Phước,trunk,trunk
32910319,2,60.0,Quốc lộ 22,primary,primary
32910324,3,,Nguyễn Văn Bứa,secondary,secondary
32928891,4,,nan,unclassified,unclassified
32928897,2,,Đồng Văn Cống,primary,primary
32928899,1,60.0,Quốc lộ 1,trunk,trunk
32928901,3,,Cầu Gò Dưa,secondary,secondary
32928902,4,,Kha Vạn Cân,tertiary,tertiary
32928904,2,,Cầu Ông Dầu,primary,primary
32928906,1,60.0,Cầu Cả Bốn 1,trunk,trunk
32928907,1,60.0,Quốc lộ 1,trunk,trunk
32928908,1,60.0,Cầu Ga 1A,trunk,trunk
32928910,1,60.0,Cầu Rạch Sâu 1,trunk,trunk
32928912,1,60.0,Cầu Bến Cát 1,trunk,trunk
32928914,1,60.0,Cầu An Phú Đông 1,trunk,trunk
32928916,2,,Cầu vượt Ngã Tư Ga,primary,primary
32928924,3,,Cầu cụt,secondary,secondary
32928925,4,,Lê Đức Thọ,tertiary,tertiary
32928926,3,,Cầu Trường Đai,secondary,secondary
32928927,3,,Lê Đức Thọ,secondary,secondary
32928928,4,,Cầu Bến Phân,tertiary,tertiary
32928929,4,,Tô Ngọc Vân,tertiary,tertiary
32928930,2,,Cầu An Lộc,primary,primary
32928932,2,,Hà Huy Giáp,primary,primary
32928933,4,,Cầu Đỏ,tertiary,tertiary
32928934,4,,Nguyễn Xí,tertiary,tertiary
32928935,4,,Cầu Băng Ky,tertiary,tertiary
32928936,4,,Nơ Trang Long,tertiary,tertiary
32928938,4,,Chu Văn An,unclassified,unclassified
32928942,4,,Bình Quới,tertiary,tertiary
32928944,2,,Quốc lộ 13,primary,primary
33094769,2,,Quốc lộ 50,primary,primary
33101955,4,,Phạm Hữu Lầu,tertiary,tertiary
33101956,4,,Phạm Hữu Lầu,tertiary,tertiary
33101960,3,,Cầu Long Kiểng,secondary,secondary
33101962,3,,Lê Văn Lương,secondary,secondary
33101963,3,,Lê Văn Lương,secondary,secondary
33101965,1,80.0,Cầu Ông Bé,trunk,trunk
33101968,1,80.0,Nguyễn Văn Linh,trunk,trunk
33101970,1,80.0,Cầu Ông Lớn,trunk,trunk
33101973,1,80.0,Nguyễn Văn Linh,trunk,trunk
33101974,2,80.0,Cầu Thầy Tiêu,primary,primary
33102005,3,,Cầu Phú Xuân,secondary,secondary
33103420,4,,An Dương Vương,tertiary,tertiary
33103426,4,,An Dương Vương,tertiary,tertiary
33103437,4,,Cầu Bà Tiếng,tertiary,tertiary
33103440,4,,Hồ Học Lãm,tertiary,tertiary
33103443,4,,Đặng Nguyên Cẩn,tertiary,tertiary
33103446,4,,Đặng Nguyên Cẩn,tertiary,tertiary
33103453,3,,Cầu Tân Hoá,secondary,secondary
33103457,3,20.0,Lũy Bán Bích,secondary,secondary
33103463,4,,Trịnh Đình Thảo,unclassified,unclassified
33103490,2,,Đinh Bộ Lĩnh,primary,primary
33103592,2,,Cầu Sơn,primary,primary
33103594,2,,Xô Viết Nghệ Tĩnh,primary,primary
33103621,4,,Cầu Đen 2,tertiary,tertiary
33103624,1,50.0,Cầu Văn Thánh,trunk,trunk
33237033,4,,Cầu Kênh B,tertiary,tertiary
33237035,4,,Trần Đại Nghĩa,tertiary,tertiary
33238041,3,,Cầu Tân Tạo,secondary,secondary
33238043,3,,Tỉnh Lộ 10,secondary,secondary
33238044,3,,Cầu Bà Hom,secondary,secondary
33238046,3,,Tỉnh Lộ 10,secondary,secondary
33238056,2,,Hà Huy Giáp,primary,primary
