_id,level,max_velocity,name,type,type_std
330374286,4,,Quốc lộ 1,tertiary,tertiary
330374288,4,,Quốc lộ 1,tertiary,tertiary
330374290,4,,Quốc lộ 1,tertiary,tertiary
330374291,4,,Quốc lộ 1,tertiary,tertiary
330374295,2,,Trần Phú,primary,primary
330374298,1,60.0,Quốc lộ 1,trunk,trunk
330374300,1,60.0,Quốc lộ 1,trunk,trunk
330374319,2,,Đinh Bộ Lĩnh,primary,primary
330378022,4,,Bà Huyện Thanh Quan,tertiary,tertiary
330378025,2,,Hùng Vương,primary,primary
330378031,4,,Trang Tử,tertiary,tertiary
330378032,4,,Võ Văn Tần,tertiary,tertiary
330378033,1,60.0,Quốc lộ 1,trunk,trunk
330532278,3,,An Dương Vương,secondary,secondary
330532280,1,50.0,Điện Biên Phủ,trunk,trunk
330532283,2,50.0,Điện Biên Phủ,primary,primary
330532285,1,50.0,Điện Biên Phủ,trunk,trunk
330532288,3,50.0,Điện Biên Phủ,trunk_link,unknown
330532290,1,60.0,Điện Biên Phủ,trunk,trunk
330532292,3,,Đỗ Xuân Hợp,secondary,secondary
330532295,3,,Đỗ Xuân Hợp,secondary,secondary
330532300,1,80.0,Xa lộ Hà Nội,trunk,trunk
330532302,1,80.0,Xa lộ Hà Nội,trunk,trunk
330532303,3,50.0,nan,trunk_link,unknown
330532304,1,80.0,Xa Lộ Hà Nội,trunk,trunk
330532305,1,80.0,Xa Lộ Hà Nội,trunk,trunk
330532306,1,60.0,Xa Lộ Hà Nội,trunk,trunk
330532309,1,60.0,Xa Lộ Hà Nội,trunk,trunk
330532312,2,,Hồng Bàng,primary,primary
330532314,2,,Hùng Vương,primary,primary
330532317,4,,Lê Văn Chí,tertiary,tertiary
330532319,1,60.0,Quốc lộ 1,trunk,trunk
330532321,1,60.0,Quốc lộ 1,trunk,trunk
330532328,2,,Nguyễn Tri Phương,primary,primary
330532332,2,,Nguyễn Văn Cừ,primary,primary
330532335,2,,Nguyễn Văn Cừ,primary,primary
330532340,4,,Võ Văn Ngân,tertiary,tertiary
330532343,4,,Võ Văn Ngân,tertiary,tertiary
330532348,2,50.0,Xa lộ Hà Nội,primary,primary
330532351,1,50.0,Xa Lộ Hà Nội,trunk,trunk
330532355,1,60.0,Xa lộ Hà Nội,trunk,trunk
330532357,2,,Xô Viết Nghệ Tĩnh,primary,primary
330532361,2,40.0,Xa Lộ Hà Nội,primary,primary
330532363,4,,nan,tertiary,tertiary
330532364,2,50.0,Điện Biên Phủ,primary,primary
330539272,2,,Nguyễn Thị Minh Khai,primary,primary
330618199,4,,nan,unclassified,unclassified
330618200,4,,nan,unclassified,unclassified
330618204,4,,nan,unclassified,unclassified
330618206,3,,Nguyễn Ảnh Thủ,secondary,secondary
330618207,4,,nan,unclassified,unclassified
330618208,4,,nan,unclassified,unclassified
330618209,4,,nan,unclassified,unclassified
330618210,4,,nan,unclassified,unclassified
330618652,4,,nan,unclassified,unclassified
330654853,2,,Hoàng Diệu,primary,primary
330654855,2,,Hoàng Diệu,primary,primary
330654857,2,,Hoàng Diệu,primary,primary
330654860,2,,Khánh Hội,primary,primary
330654862,4,,Tôn Thất Thuyết,tertiary,tertiary
330800286,4,,nan,unclassified,unclassified
330800305,4,,Đường số 3,tertiary,tertiary
330800309,4,,Đường Liên Ấp 5-6,unclassified,unclassified
330800331,4,,nan,unclassified,unclassified
330800332,4,,nan,unclassified,unclassified
330800334,4,,Đường số 6,unclassified,unclassified
330805082,3,,Vĩnh Lộc,secondary,secondary
330805084,4,,nan,unclassified,unclassified
330805087,4,,Đường số 2A,unclassified,unclassified
330805100,4,,Đường số 2,tertiary,tertiary
330805102,4,,Đường số 2,tertiary,tertiary
330805103,4,,Đường số 2,tertiary,tertiary
330809451,4,,nan,unclassified,unclassified
330809460,4,,nan,unclassified,unclassified
330809479,4,,nan,unclassified,unclassified
330871757,4,,nan,unclassified,unclassified
330871776,4,,nan,unclassified,unclassified
330919100,4,,nan,unclassified,unclassified
330919136,4,,Đường số 2,tertiary,tertiary
330919137,4,,Đường số 3B,unclassified,unclassified
330919139,4,,Đường số 3,tertiary,tertiary
330921633,4,,Đường số 10,unclassified,unclassified
330921647,4,,nan,unclassified,unclassified
331790871,4,,Lâm Viên,unclassified,unclassified
331790879,4,,Lâm Viên,unclassified,unclassified
331790880,4,,Lâm Viên,unclassified,unclassified
331790881,4,,Lâm Viên,unclassified,unclassified
331790882,4,,Lâm Viên,unclassified,unclassified
331791284,4,,Lâm Viên,unclassified,unclassified
332925046,4,,nan,unclassified,unclassified
332925047,4,,nan,unclassified,unclassified
332925048,4,,nan,unclassified,unclassified
333220661,3,,Nhánh D2,motorway_link,unknown
333220664,1,80.0,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway,trunk
333379575,4,,nan,tertiary,tertiary
333380150,1,80.0,Nguyễn Văn Linh,trunk,trunk
336325176,2,,Quốc lộ 1,primary,primary
336325180,1,80.0,Quốc lộ 1,trunk,trunk
338063100,4,,Lê Thánh Tôn,tertiary,tertiary
339106354,4,,Bàn Cờ,unclassified,unclassified
339313797,1,100.0,Đường Cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway,trunk
339315416,1,80.0,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway,trunk
339321612,1,50.0,Xa Lộ Hà Nội,trunk,trunk
339357646,3,,nan,motorway_link,unknown
339358502,1,,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway,trunk
339360064,1,60.0,Đường cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway,trunk
339360614,1,120.0,Cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây,motorway,trunk
340785352,4,,Trần Quang Cơ,unclassified,unclassified
341504312,4,,Nguyễn Huệ,tertiary,tertiary
343886792,3,,Hoàng Sa,primary_link,primary
348208475,4,,Trường Sa,tertiary,tertiary
358035432,4,,Trần Văn Giàu,tertiary,tertiary
358035437,3,,nan,primary_link,primary
358035440,4,,nan,tertiary_link,tertiary
358286574,4,,nan,unclassified,unclassified
358286575,4,,nan,unclassified,unclassified
358286896,4,,nan,unclassified,unclassified
359006887,3,,nan,primary_link,primary
359007396,4,,Tân Sơn,tertiary,tertiary
359007398,4,,Tân Sơn,tertiary,tertiary
359019799,4,,Tân Sơn,tertiary,tertiary
359019801,4,,Tân Sơn,tertiary,tertiary
359262462,4,,Tân Sơn,tertiary,tertiary
359262463,4,,Tân Sơn,tertiary,tertiary
359262465,4,,Cầu,tertiary,tertiary
359263749,4,,nan,unclassified,unclassified
359263764,4,,nan,unclassified,unclassified
359264501,3,,nan,primary_link,primary
359466982,4,,nan,tertiary_link,tertiary
359488312,4,,Nguyễn Xí,tertiary,tertiary
359549084,4,,Phan Văn Trị,tertiary,tertiary
359550384,4,,Lê Quang Định,tertiary,tertiary
359550387,4,,Lê Quang Định,tertiary,tertiary
359550390,4,,Nguyễn Văn Nghi,tertiary,tertiary
359552103,2,40.0,Phạm Văn Đồng,primary,primary
359552105,2,40.0,Phạm Văn Đồng,primary,primary
359552106,4,,Lê Quang Định,tertiary,tertiary
359552516,4,,Lê Quang Định,tertiary,tertiary
360129126,3,,nan,trunk_link,unknown
360422876,4,,nan,unclassified,unclassified
360974215,4,,nan,tertiary_link,tertiary
360974216,3,,Trường Chinh,primary_link,primary
361096388,4,,nan,unclassified,unclassified
361097020,4,,nan,unclassified,unclassified
361097061,4,,nan,unclassified,unclassified
361097284,4,,Thạnh Xuân 25,tertiary,tertiary
363261627,4,,Tân Sơn,tertiary,tertiary
363261628,4,,Tân Sơn,tertiary,tertiary
363261629,4,,Tân Sơn,tertiary,tertiary
363261631,4,,Tân Sơn,tertiary,tertiary
364296235,4,,Quản Trọng Linh,tertiary,tertiary
364296242,4,,Quản Trọng Linh,tertiary,tertiary
364296247,4,,Quản Trọng Linh,tertiary,tertiary
366065240,2,,Bạch Đằng,primary,primary
366065241,2,,Hoàng Văn Thụ,primary,primary
366065242,2,,Phan Đăng Lưu,primary,primary
366069921,4,,Nhị Tân 1,tertiary,tertiary
366069923,4,,Tuyến 7 Xuân Thới Sơn,tertiary,tertiary
366069942,4,,nan,unclassified,unclassified
366069943,4,,nan,unclassified,unclassified
366069944,4,,nan,unclassified,unclassified
366094561,4,,Bà Huyện Thanh Quan,tertiary,tertiary
366094562,4,,Cầu Trần Quang Diệu,tertiary,tertiary
366094563,4,,Cầu Trần Quang Diệu,tertiary,tertiary
366105824,4,,Cây Bàng,unclassified,unclassified
366105825,4,,Cây Bàng,tertiary,tertiary
366105844,4,,Hoàng Thế Thiện,tertiary,tertiary
366287229,4,,nan,unclassified,unclassified
366287239,4,,nan,unclassified,unclassified
366287246,4,,nan,unclassified,unclassified
366287264,4,,nan,unclassified,unclassified
366287268,4,,nan,unclassified,unclassified
366287272,4,,nan,unclassified,unclassified
366287277,4,,nan,unclassified,unclassified
366287287,4,,nan,unclassified,unclassified
367977462,4,,Hẻm 506 Lạc Long Quân,unclassified,unclassified
367999464,4,,nan,unclassified,unclassified
368396813,4,,nan,tertiary,tertiary
368785549,2,60.0,Phạm Văn Đồng,primary,primary
368785550,2,,nan,primary,primary
368785551,2,,nan,primary,primary
368785552,3,,Phạm Văn Đồng,secondary,secondary
368785553,3,,Phạm Văn Đồng,secondary,secondary
368787662,2,,Phạm Văn Đồng,primary,primary
368787663,2,,Phạm Văn Đồng,primary,primary
368787664,2,,Phạm Văn Đồng,primary,primary
368788792,3,,Phạm Văn Đồng,secondary,secondary
368789461,3,,nan,secondary,secondary
368789462,3,60.0,Phạm Văn Đồng,secondary,secondary
370714686,3,30.0,Cầu vượt Ngã tư Gò Dưa,trunk_link,unknown
370714755,4,,Tô Ngọc Vân,tertiary,tertiary
370714758,3,,nan,trunk_link,unknown
370714759,3,30.0,Cầu vượt Ngã tư Gò Dưa,trunk_link,unknown
370715100,3,,Bình Chiểu,secondary,secondary
370715104,3,,nan,secondary_link,secondary
370715106,3,30.0,Cầu vượt Ngã tư Gò Dưa,trunk_link,unknown
370715675,3,,Cầu vượt Ngã tư Gò Dưa,secondary,secondary
370715676,4,,nan,tertiary,tertiary
370717133,4,,nan,unclassified,unclassified
370717135,4,,nan,unclassified,unclassified
372305022,4,,Huỳnh Văn Bánh,tertiary,tertiary
373417336,4,,nan,tertiary,tertiary
373726397,4,,Độc Lập,unclassified,unclassified
373727572,4,,Nguyễn Thế Truyện,unclassified,unclassified
373727573,4,,Nguyễn Thế Truyện,unclassified,unclassified
374813729,4,,Phạm Văn Bạch,tertiary,tertiary
374813730,4,,Phạm Văn Bạch,tertiary,tertiary
374813731,4,,Tân Sơn,tertiary,tertiary
375885282,4,,nan,unclassified,unclassified
377269905,3,,nan,primary_link,primary
377308556,3,50.0,nan,primary_link,primary
377308557,2,50.0,Cách Mạng Tháng Tám,primary,primary
377308561,2,,Lý Thường Kiệt,primary,primary
377308619,3,,nan,primary_link,primary
377308631,4,,Đồng Đen,tertiary,tertiary
377308634,4,,Đồng Đen,tertiary,tertiary
377881079,4,,Nguyễn Huệ,tertiary,tertiary
378250858,2,,Nguyễn Hữu Thọ,primary,primary
378250859,1,80.0,Nguyễn Văn Linh,trunk,trunk
379717901,4,,Trần Tấn,unclassified,unclassified
379717902,4,,Nguyễn Văn Săng,unclassified,unclassified
379717983,4,,Đoàn Hồng Phước,unclassified,unclassified
383506948,4,,nan,unclassified,unclassified
395926804,4,,Trần Xuân Soạn,tertiary,tertiary
397312336,3,,Nhánh B2,motorway_link,unknown
397354317,3,,Cầu vượt Nút giao Quốc lộ 1A (Số 11),trunk_link,unknown
397354319,3,,nan,trunk_link,unknown
397354320,3,,nan,trunk_link,unknown
397354748,1,100.0,TP Hồ Chí Minh - Trung Lương,motorway,trunk
397354751,1,100.0,TP Hồ Chí Minh - Trung Lương,motorway,trunk
397354752,1,100.0,TP Hồ Chí Minh - Trung Lương,motorway,trunk
397354753,1,100.0,TP Hồ Chí Minh - Trung Lương,motorway,trunk
397354754,1,100.0,TP Hồ Chí Minh - Trung Lương,motorway,trunk
397354755,1,100.0,TP Hồ Chí Minh - Trung Lương,motorway,trunk
397354756,1,100.0,TP Hồ Chí Minh - Trung Lương,motorway,trunk
397354757,1,100.0,TP Hồ Chí Minh - Trung Lương,motorway,trunk
397354759,1,120.0,TP Hồ Chí Minh - Trung Lương,motorway,trunk
397354760,1,120.0,TP Hồ Chí Minh - Trung Lương,motorway,trunk
398640457,4,,Bà Huyện Thanh Quan,tertiary,tertiary
398665528,4,,Bắc Hải,tertiary,tertiary
399152053,2,,Quang Trung,primary,primary
399152054,2,,Quang Trung,primary,primary
399567159,4,,Phạm Văn Hai,tertiary,tertiary
399583620,2,,Phan Đình Phùng,primary,primary
400537386,4,,Trịnh Phong Đáng,unclassified,unclassified
401130335,3,,Trường Sơn,secondary_link,secondary
402927261,2,60.0,Cầu Bình Lợi,primary,primary
402927262,2,60.0,nan,primary,primary
402927263,2,60.0,Phạm Văn Đồng,primary,primary
402927264,2,60.0,Phạm Văn Đồng,primary,primary
402927265,2,60.0,Phạm Văn Đồng,primary,primary
402927266,2,60.0,Phạm Văn Đồng,primary,primary
402927268,3,,nan,primary_link,primary
402927270,3,,nan,primary_link,primary
404351361,1,70.0,nan,trunk,trunk
404351362,1,70.0,nan,trunk,trunk
404351363,3,60.0,nan,trunk_link,unknown
404353951,3,60.0,nan,trunk_link,unknown
404353952,3,60.0,nan,trunk_link,unknown
404353953,1,60.0,nan,trunk,trunk
404356158,1,60.0,Điện Biên Phủ,trunk,trunk
404356159,3,,Điện Biên Phủ,primary_link,primary
404356160,3,50.0,nan,primary_link,primary
404359133,1,50.0,Điện Biên Phủ,trunk,trunk
404360199,3,50.0,Điện Biên Phủ,trunk_link,unknown
404368564,2,50.0,Xa lộ Hà Nội,primary,primary
404368566,2,60.0,nan,primary,primary
404368568,1,60.0,Xa Lộ Hà Nội,trunk,trunk
404402090,4,50.0,nan,tertiary,tertiary
404402464,4,50.0,nan,tertiary_link,tertiary
404402465,4,,nan,tertiary,tertiary
404413932,4,,nan,tertiary_link,tertiary
404413933,4,,nan,tertiary_link,tertiary
404514700,2,40.0,Phạm Văn Đồng,primary,primary
404516417,3,60.0,Phạm Văn Đồng,secondary,secondary
404516657,2,40.0,Phạm Văn Đồng,primary,primary
404516658,3,40.0,Phạm Văn Đồng,secondary,secondary
404516659,3,60.0,nan,secondary,secondary
404516660,3,60.0,nan,secondary,secondary
404516661,3,60.0,nan,secondary,secondary
404516716,3,50.0,nan,secondary,secondary
404517245,3,50.0,nan,secondary,secondary
404517247,3,60.0,nan,secondary,secondary
404517252,3,50.0,nan,secondary,secondary
404517260,3,60.0,nan,secondary,secondary
404517262,3,50.0,nan,secondary,secondary
404517878,2,70.0,nan,primary,primary
404517879,2,70.0,nan,primary,primary
404517880,2,70.0,nan,primary,primary
404524981,2,,nan,primary,primary
404527014,1,70.0,nan,trunk,trunk
404528384,2,,Phạm Văn Đồng,primary,primary
404528386,2,60.0,Phạm Văn Đồng,primary,primary
404528387,2,,Phạm Văn Đồng,primary,primary
404574200,4,40.0,nan,tertiary_link,tertiary
404574201,4,,nan,tertiary_link,tertiary
404670564,3,,nan,trunk_link,unknown
404670566,2,,Hà Huy Giáp,primary,primary
404670810,3,,Hà Huy Giáp,primary_link,primary
404671140,4,60.0,nan,tertiary,tertiary
404671141,4,60.0,nan,tertiary,tertiary
404671142,4,50.0,nan,tertiary,tertiary
404671143,4,70.0,nan,tertiary,tertiary
404672271,4,40.0,nan,tertiary,tertiary
404673964,4,60.0,Quốc lộ 1,tertiary,tertiary
404673965,4,60.0,nan,tertiary,tertiary
404673967,4,60.0,Quốc lộ 1,tertiary,tertiary
404674688,4,60.0,Quốc lộ 1,tertiary,tertiary
404674690,4,60.0,Quốc lộ 1,tertiary,tertiary
404674692,4,60.0,Quốc lộ 1,tertiary,tertiary
404674693,4,60.0,Quốc lộ 1,tertiary,tertiary
404674694,4,60.0,Quốc lộ 1,tertiary,tertiary
404674695,4,60.0,Quốc lộ 1,tertiary,tertiary
404674838,3,,Tô Ký,trunk_link,unknown
404674839,3,,nan,trunk_link,unknown
404676246,3,50.0,nan,trunk_link,unknown
404676247,4,50.0,Quốc lộ 1,tertiary,tertiary
404676248,4,50.0,nan,tertiary,tertiary
404676249,4,50.0,Lê Thị Riêng,tertiary,tertiary
404676250,4,,nan,tertiary,tertiary
404676251,4,,nan,tertiary,tertiary
404676252,4,60.0,nan,tertiary,tertiary
404679177,3,,nan,secondary,secondary
404679178,3,50.0,nan,secondary,secondary
404679179,3,,nan,secondary,secondary
404679180,3,60.0,Quốc lộ 1,secondary,secondary
404679181,1,80.0,Quốc lộ 1,trunk,trunk
404679766,3,60.0,Quốc Lộ 1,secondary,secondary
404679767,1,80.0,Quốc lộ 1,trunk,trunk
404679768,1,80.0,Quốc lộ 1,trunk,trunk
404679770,3,,nan,secondary_link,secondary
404694339,4,60.0,Quốc lộ 1,tertiary,tertiary
404694340,3,,Quốc lộ 1,trunk_link,unknown
404694341,4,,Quốc lộ 1,tertiary,tertiary
405258419,4,,nan,tertiary,tertiary
405258622,4,,nan,tertiary,tertiary
405259808,4,,nan,tertiary,tertiary
405261036,4,,nan,tertiary,tertiary
405449764,3,,Tôn Đức Thắng,secondary,secondary
408153725,2,,Ðiện Biên Phủ,primary,primary
408153730,2,,Hai Bà Trưng,primary,primary
408161711,4,,Bùi Thị Xuân,unclassified,unclassified
408164429,4,,Tân Vĩnh,unclassified,unclassified
408165092,3,,Nguyễn Ảnh Thủ,secondary,secondary
408165316,4,,Đường 10A,unclassified,unclassified
408166703,4,,Cao Thắng,tertiary,tertiary
408171945,4,,Tam Bình,tertiary,tertiary
408184343,4,,Đường số 10,tertiary,tertiary
408187946,4,,Đường số 10,tertiary,tertiary
408193287,4,,Nguyễn Văn Bá,tertiary,tertiary
408194034,4,,Chu Văn An,unclassified,unclassified
408194722,2,50.0,Võ Văn Kiệt,primary,primary
408197643,4,,Nguyễn Xuân Khoát,unclassified,unclassified
408200597,2,,Cách Mạng Tháng Tám,primary,primary
408202951,2,,Cách Mạng Tháng Tám,primary,primary
408209656,4,,Tân Kỳ Tân Quý,tertiary,tertiary
408209657,2,,Trường Chinh,primary,primary
408212794,2,,Cộng Hòa,primary,primary
408212916,2,,Lý Thường Kiệt,primary,primary
408215607,4,,Nguyễn Văn Lượng,unclassified,unclassified
408215611,2,,Nguyễn Oanh,primary,primary
408225753,4,,Đường số 10,tertiary,tertiary
408225755,4,,Đường số 10,tertiary,tertiary
408225756,4,,Đường số 10,tertiary,tertiary
408225759,4,,Đường số 10,tertiary,tertiary
408226076,4,,Đường số 10,tertiary,tertiary
408226956,4,,Đường số 10,tertiary,tertiary
408229568,4,,Võ Văn Ngân,tertiary,tertiary
408229570,4,,Đặng Văn Bi,tertiary,tertiary
408235684,4,,Hồng Lạc,tertiary,tertiary
408239458,4,,Ngô Quyền,tertiary,tertiary
408240893,2,,Cách Mạng Tháng Tám,primary,primary
408241500,1,,Vòng xoay Điện Biên Phủ,trunk,trunk
408242098,4,,Đường số 10,tertiary,tertiary
408245967,1,50.0,Điện Biên Phủ,trunk,trunk
408246127,2,,Ðiện Biên Phủ,primary,primary
408246385,4,,Bắc Hải,tertiary,tertiary
408246393,2,,Ðiện Biên Phủ,primary,primary
408246548,2,,Ðiện Biên Phủ,primary,primary
408247778,4,,Đinh Tiên Hoàng,tertiary,tertiary
408247779,2,,Đinh Tiên Hoàng,primary,primary
408247780,2,,Bạch Đằng,primary,primary
408250489,4,,Võ Văn Ngân,tertiary,tertiary
408251037,4,,Nguyễn Xuân Khoát,unclassified,unclassified
408251572,4,,Đông Hồ,tertiary,tertiary
408257206,4,,Nguyễn Đức Thuận,unclassified,unclassified
408261757,4,,Đường số 1,tertiary,tertiary
408271210,4,,Đường Số 1,unclassified,unclassified
408278166,4,,An Dương Vương,tertiary,tertiary
408278168,4,,Đường số 34,unclassified,unclassified
408281242,4,,Nguyễn Văn Nghi,tertiary,tertiary
408281243,4,,Nguyễn Văn Nghi,tertiary,tertiary
408288558,4,,Lê Đức Thọ,tertiary,tertiary
408787669,4,,Thống Nhất,tertiary,tertiary
408793253,4,,Hoàng Diệu 2,tertiary,tertiary
408845369,4,,Phạm Ngọc Thạch,tertiary,tertiary
408845370,2,,Nguyễn Thị Minh Khai,primary,primary
409014810,3,,Nguyễn Hữu Cảnh,secondary,secondary
409019546,4,,Nguyễn Chí Thanh,tertiary,tertiary
409036443,4,,Nguyễn Xuân Khoát,unclassified,unclassified
409047869,4,,Nguyễn Chí Thanh,tertiary,tertiary
409053190,4,,Hoà Bình,tertiary,tertiary
409053191,4,30.0,Kênh Tân Hoá,tertiary,tertiary
409053556,4,,Hòa Bình,tertiary,tertiary
409054134,4,,Hoà Hảo,tertiary,tertiary
409056759,4,,Hoàng Minh Giám,tertiary,tertiary
409057040,4,,Hoàng Minh Giám,tertiary,tertiary
409059035,2,,Hoàng Văn Thụ,primary,primary
409059036,4,,Hồ Văn Huê,tertiary,tertiary
409059466,4,,Nguyễn Thị Nhỏ,tertiary,tertiary
409059470,2,,Hồng Bàng,primary,primary
409071400,4,,Khuông Việt,tertiary,tertiary
409098855,2,,Phan Đăng Lưu,primary,primary
409098856,4,,Nơ Trang Long,tertiary,tertiary
409101010,2,,Phan Đình Phùng,primary,primary
409101012,2,,Phan Đình Phùng,primary,primary
409106287,3,,Phan Văn Hớn,secondary,secondary
409106289,1,80.0,Quốc lộ 1,trunk,trunk
409117749,4,,Phan Xích Long,tertiary,tertiary
409119692,4,,Nguyễn Chí Thanh,tertiary,tertiary
409127763,4,,Xuân Thới Sơn 21,tertiary,tertiary
409153421,1,,Quốc lộ 1,trunk,trunk
409153422,1,,Quốc lộ 1,trunk,trunk
409154724,1,60.0,Quốc lộ 22,trunk,trunk
409274385,4,,Sư Van Hạnh,tertiary,tertiary
409274386,4,,Nguyễn Chí Thanh,tertiary,tertiary
409276051,4,,Tạ Uyên,tertiary,tertiary
409276052,4,,Nguyễn Chí Thanh,tertiary,tertiary
409294121,3,,Hàm Nghi,secondary,secondary
409716657,4,,nan,unclassified,unclassified
409716658,4,,nan,unclassified,unclassified
409716659,4,,nan,unclassified,unclassified
409716660,4,,nan,unclassified,unclassified
410390688,4,,Hoàng Sa,tertiary,tertiary
410411589,3,40.0,Lý Thái Tổ,secondary,secondary
410412436,4,40.0,Lý Thái Tổ,tertiary,tertiary
410417511,4,,nan,unclassified,unclassified
417275905,4,,nan,unclassified,unclassified
417281942,4,,Tân Xuân 6,unclassified,unclassified
417288599,4,,nan,unclassified,unclassified
418975319,4,,Trương Phước Phan,tertiary,tertiary
420032380,3,,Cầu Tạ Quang Bửu,secondary,secondary
420032381,4,,Cầu Tạ Quang Bửu,tertiary,tertiary
428428273,4,,Đường Vành Đai,tertiary,tertiary
428437965,4,,Lê Cơ,unclassified,unclassified
431067175,3,,Trần Hưng Ðạo,secondary,secondary
431068519,4,,Nguyễn Cư Trinh,tertiary,tertiary
431068520,2,,Trần Hưng Ðạo,primary,primary
431068521,4,,nan,tertiary,tertiary
431656677,2,,Ngã sáu Cộng Hòa,primary,primary
431657161,2,,Công Trường Quách Thị Trang,primary,primary
431657163,2,,Công Trường Quách Thị Trang,primary,primary
432079671,3,,Nguyễn Trãi,secondary,secondary
432383413,2,,Nguyễn Tri Phương,primary,primary
435246815,3,,Đường D1,secondary,secondary
435328028,3,,nan,primary_link,primary
435328029,4,,Hưng Phú,tertiary,tertiary
435328747,4,,Hưng Phú,tertiary,tertiary
440444596,3,,Bình Long,secondary,secondary
444689047,3,,nan,primary_link,primary
446053121,4,,Lê Đức Thọ,tertiary,tertiary
446053122,4,,Lê Đức Thọ,tertiary,tertiary
446472910,3,40.0,D2,secondary,secondary
446472913,3,,D2,secondary,secondary
446474065,4,,nan,tertiary,tertiary
446474066,4,,nan,tertiary_link,tertiary
446937576,4,,Phan Văn Trị,tertiary,tertiary
446937578,4,,nan,tertiary,tertiary
446937579,4,,Phan Văn Trị,tertiary,tertiary
446937582,4,,Phan Văn Trị,tertiary,tertiary
446937583,3,,nan,primary_link,primary
447604563,3,,nan,secondary_link,secondary
447604565,3,,nan,secondary_link,secondary
447642550,2,60.0,nan,primary,primary
447642551,2,60.0,Cầu Bình Lợi,primary,primary
447642552,3,40.0,Cầu Bình Lợi,secondary,secondary
447642553,3,40.0,nan,secondary,secondary
447642555,2,60.0,Phạm Văn Đồng,primary,primary
447642557,2,60.0,Phạm Văn Đồng,primary,primary
447644200,4,,nan,tertiary,tertiary
447644202,4,,nan,tertiary,tertiary
447653320,4,,Lê Đức Thọ,tertiary,tertiary
447653321,2,,Nguyễn Oanh,primary,primary
447653322,3,,nan,primary_link,primary
447653323,2,,Nguyễn Oanh,primary,primary
447653981,4,,nan,tertiary,tertiary
447793151,4,,Phan Văn Trị,tertiary,tertiary
449212104,2,60.0,Phạm Văn Đồng,primary,primary
449212105,2,60.0,Phạm Văn Đồng,primary,primary
453436985,4,,nan,tertiary,tertiary
453436986,4,,nan,tertiary,tertiary
453436987,4,,nan,tertiary,tertiary
453436988,4,,Đường Song Hành Xa lộ Hà Nội,tertiary,tertiary
454227961,4,80.0,Đại lộ vòng cung,tertiary,tertiary
456579958,4,,Liên khu 10-11,unclassified,unclassified
456579959,4,,Hẻm 151 Lũy Bán Bích,unclassified,unclassified
456579960,4,,Nguyễn Văn Yến,unclassified,unclassified
456799179,4,,Tô Hiệu,tertiary,tertiary
456799180,4,,Tô Hiệu,tertiary,tertiary
456799181,4,,Đặng Nguyên Cẩn,tertiary,tertiary
457552328,3,30.0,Bà Hom,secondary,secondary
459133496,4,,Tô Hiệu,tertiary,tertiary
459234491,4,,nan,unclassified,unclassified
459597457,3,,Tôn Đức Thắng,secondary,secondary
459597458,2,,Nguyễn Hữu Cảnh,primary,primary
460336754,4,,Trần Văn Giàu,tertiary,tertiary
460336755,4,,Số 7,tertiary,tertiary
460751655,4,,Lê Thúc Hoạch,tertiary,tertiary
460757149,4,,Trương Phước Phan,unclassified,unclassified
461213201,1,60.0,Nguyễn Văn Linh,trunk,trunk
461213202,2,60.0,Nguyễn Văn Linh,primary,primary
461213203,1,80.0,Nguyễn Văn Linh,trunk,trunk
461213205,1,80.0,Nguyễn Văn Linh,trunk,trunk
461227334,1,50.0,Xa Lộ Hà Nội,trunk,trunk
461227335,1,50.0,Xa Lộ Hà Nội,trunk,trunk
462441997,3,40.0,Võ Chí Công,secondary,secondary
462441998,3,40.0,Cầu Phú Hữu,secondary,secondary
462441999,3,40.0,D2,secondary,secondary
462442000,3,40.0,Cầu Phú Hữu,secondary,secondary
462901272,4,,Đường số 18B,unclassified,unclassified
462968806,4,40.0,nan,tertiary_link,tertiary
462968807,4,40.0,nan,tertiary_link,tertiary
462968808,4,40.0,Đường số 9,tertiary,tertiary
462968810,4,40.0,nan,tertiary_link,tertiary
462970232,4,40.0,Phạm Văn Chí,tertiary,tertiary
462985465,4,40.0,nan,tertiary_link,tertiary
462987403,4,40.0,nan,tertiary_link,tertiary
463024336,4,40.0,nan,tertiary_link,tertiary
463024337,4,40.0,nan,tertiary_link,tertiary
463024338,4,40.0,nan,tertiary_link,tertiary
463028714,4,40.0,Bình Tiên,tertiary,tertiary
463028716,4,,Bình Tiên,tertiary,tertiary
463028717,4,,nan,tertiary,tertiary
463031679,3,,Hải Thượng Lãn Ông,secondary,secondary
463031681,3,,Tháp Mười,secondary,secondary
463031682,4,,nan,tertiary,tertiary
463035033,3,40.0,nan,primary_link,primary
463414554,4,,Lê Quang Sung,tertiary,tertiary
463661226,4,,Tản Đà,tertiary,tertiary
463881170,2,,3 Tháng 2,primary,primary
